geneID,geneID2,base_mean,coeff_log2,coeff_natural,pvalue,qval,FDR,gene_symbol
ENSG00000010327,ENSG00000010327.10,6.439353331,0.019431685,1.013560133,1.69E-06,0.000149844,0.001423335,STAB1
ENSG00000012223,ENSG00000012223.12,4.231520526,0.030993995,1.02171583,3.29E-06,0.000265442,0.001423335,LTF
ENSG00000023902,ENSG00000023902.13,7.264740336,-0.007792293,0.994613354,2.13E-06,0.000183935,0.001423335,PLEKHO1
ENSG00000102038,ENSG00000102038.15,-0.775707687,-0.019452153,0.986607286,2.44E-06,0.000206785,0.001423335,SMARCA1
ENSG00000106261,ENSG00000106261.16,6.969662081,0.002927348,1.002031143,1.98E-06,0.000172565,0.001423335,ZKSCAN1
ENSG00000108576,ENSG00000108576.9,0.809755365,-0.019561622,0.986532427,3.30E-06,0.000266248,0.001423335,SLC6A4
ENSG00000108924,ENSG00000108924.13,0.594735672,0.016086684,1.011212838,2.17E-06,0.000187164,0.001423335,HLF
ENSG00000115170,ENSG00000115170.13,4.160267515,0.006683475,1.004643379,2.43E-06,0.000206385,0.001423335,ACVR1
ENSG00000117091,ENSG00000117091.9,8.034537608,0.007152352,1.004969942,2.25E-06,0.000193275,0.001423335,CD48
ENSG00000121904,ENSG00000121904.17,-1.614498011,-0.014993272,0.989661272,3.55E-06,0.000282447,0.001423335,CSMD2
ENSG00000133063,ENSG00000133063.15,2.617478514,0.015259134,1.010632958,2.02E-06,0.00017554,0.001423335,CHIT1
ENSG00000134909,ENSG00000134909.18,3.844648274,-0.00928961,0.99358162,3.30E-06,0.000266335,0.001423335,ARHGAP32
ENSG00000135272,ENSG00000135272.10,6.310529583,0.007583516,1.005270332,3.26E-06,0.000263646,0.001423335,MDFIC
ENSG00000138642,ENSG00000138642.14,5.050849901,0.010945947,1.007616008,3.50E-06,0.000279208,0.001423335,HERC6
ENSG00000138821,ENSG00000138821.12,4.522578845,0.008604443,1.005981966,2.49E-06,0.00021081,0.001423335,SLC39A8
ENSG00000144724,ENSG00000144724.19,0.081527211,-0.022002468,0.984864758,1.66E-06,0.000147981,0.001423335,PTPRG
ENSG00000148926,ENSG00000148926.9,5.139966324,0.018714016,1.013056063,3.65E-06,0.000288459,0.001423335,ADM
ENSG00000150594,ENSG00000150594.6,-0.720532847,-0.019662226,0.986463635,3.61E-06,0.000286071,0.001423335,ADRA2A
ENSG00000151320,ENSG00000151320.10,2.974930525,-0.020047543,0.986200205,2.38E-06,0.000202797,0.001423335,AKAP6
ENSG00000155511,ENSG00000155511.17,-1.792734487,-0.012238573,0.991552748,2.71E-06,0.000226308,0.001423335,GRIA1
ENSG00000162909,ENSG00000162909.17,7.731046004,0.005623385,1.00390544,2.71E-06,0.000226288,0.001423335,CAPN2
ENSG00000164091,ENSG00000164091.11,7.967799315,-0.005113072,0.996462161,3.11E-06,0.000253746,0.001423335,WDR82
ENSG00000167104,ENSG00000167104.11,-2.033116247,-0.005724114,0.996040207,2.93E-06,0.00024126,0.001423335,BPIFB6
ENSG00000167283,ENSG00000167283.7,5.743385641,0.008295615,1.005766646,3.18E-06,0.000258219,0.001423335,ATP5MG
ENSG00000172572,ENSG00000172572.6,1.680093743,-0.019409101,0.986636728,1.85E-06,0.000162626,0.001423335,PDE3A
ENSG00000172915,ENSG00000172915.18,3.579070685,-0.014102409,0.990272575,2.64E-06,0.000221272,0.001423335,NBEA
ENSG00000174473,ENSG00000174473.15,-0.77379025,-0.023403886,0.983908536,2.90E-06,0.000239237,0.001423335,GALNTL6
ENSG00000180284,ENSG00000180284.5,-1.432923012,-0.016263852,0.988790061,2.55E-06,0.00021491,0.001423335,CNEP1R1P1
ENSG00000184557,ENSG00000184557.4,5.471083021,0.016561212,1.011545498,2.94E-06,0.000242246,0.001423335,SOCS3
ENSG00000184900,ENSG00000184900.15,3.934742544,0.006944727,1.004825322,3.73E-06,0.000293421,0.001423335,SUMO3
ENSG00000185483,ENSG00000185483.11,-0.743610289,-0.024123308,0.983418017,3.62E-06,0.000286775,0.001423335,ROR1
ENSG00000185745,ENSG00000185745.9,5.651496239,0.032037827,1.022455338,1.99E-06,0.000173275,0.001423335,IFIT1
ENSG00000189319,ENSG00000189319.13,6.859033831,-0.009575342,0.993384856,2.11E-06,0.000182639,0.001423335,FAM53B
ENSG00000198795,ENSG00000198795.10,0.230029631,-0.017168286,0.988170378,2.20E-06,0.000188983,0.001423335,ZNF521
ENSG00000198833,ENSG00000198833.6,7.097603069,0.008872962,1.00616922,1.86E-06,0.000163361,0.001423335,UBE2J1
ENSG00000211891,ENSG00000211891.5,-0.459114522,0.02374613,1.016595768,2.53E-06,0.000213442,0.001423335,IGHE
ENSG00000214279,ENSG00000214279.13,3.570810092,-0.016622363,0.988544377,2.11E-06,0.000182723,0.001423335,SCART1
ENSG00000224789,ENSG00000224789.1,0.255651871,0.020104531,1.014032949,1.50E-06,0.000134578,0.001423335,
ENSG00000226321,ENSG00000226321.5,-0.3249646,-0.018725412,0.987104404,2.32E-06,0.000198059,0.001423335,CROCC2
ENSG00000229677,ENSG00000229677.1,2.68034814,0.010608975,1.007380685,3.32E-06,0.000267671,0.001423335,RPL17P28
ENSG00000234332,ENSG00000234332.1,-1.029740245,0.017126607,1.011942002,2.58E-06,0.000216739,0.001423335,BCAS2P2
ENSG00000237135,ENSG00000237135.1,2.598139736,0.015283642,1.010650127,3.17E-06,0.000257777,0.001423335,DDX10P1
ENSG00000242550,ENSG00000242550.5,0.694777353,0.027588586,1.019306965,3.25E-06,0.000263137,0.001423335,SERPINB10
ENSG00000250011,ENSG00000250011.1,0.83630864,0.012325413,1.008579924,2.34E-06,0.000199753,0.001423335,HMGB1P3
ENSG00000253250,ENSG00000253250.2,1.035125826,0.015034951,1.010475926,3.40E-06,0.000272641,0.001423335,C8orf88
ENSG00000255398,ENSG00000255398.2,5.192669678,0.015897007,1.011079898,2.99E-06,0.000245548,0.001423335,HCAR3
ENSG00000259056,ENSG00000259056.1,-1.212582946,-0.019704112,0.986434996,2.26E-06,0.000193549,0.001423335,DUXAP1
ENSG00000259330,ENSG00000259330.2,5.588955026,-0.008368597,0.994216122,3.38E-06,0.000271642,0.001423335,INAFM2
ENSG00000259483,ENSG00000259483.1,-0.306469423,-0.018996732,0.986918782,1.82E-06,0.000159978,0.001423335,
ENSG00000260035,ENSG00000260035.1,-1.491552089,0.016192544,1.01128704,3.64E-06,0.000288352,0.001423335,
ENSG00000264204,ENSG00000264204.2,1.098145496,-0.021696265,0.985073812,1.55E-06,0.000138866,0.001423335,AGAP7P
ENSG00000270490,ENSG00000270490.1,-1.997766076,-0.006782998,0.995309419,1.99E-06,0.000173718,0.001423335,
ENSG00000279598,ENSG00000279598.1,5.022041227,0.009905731,1.006889755,3.51E-06,0.000279582,0.001423335,
ENSG00000282988,ENSG00000282988.1,2.515608148,0.016694176,1.01163873,3.65E-06,0.000288938,0.001423335,
ENSG00000025293,ENSG00000025293.16,6.933094756,-0.003663764,0.997463694,4.95E-06,0.000370255,0.001826554,PHF20
ENSG00000070526,ENSG00000070526.14,0.990432836,0.02092002,1.014606297,4.00E-06,0.000311219,0.001826554,ST6GALNAC1
ENSG00000078747,ENSG00000078747.14,7.852925243,-0.004502526,0.996883952,5.05E-06,0.000376413,0.001826554,ITCH
ENSG00000103381,ENSG00000103381.11,8.774045436,-0.012075392,0.991664907,4.50E-06,0.000342785,0.001826554,CPPED1
ENSG00000115267,ENSG00000115267.5,5.985423115,0.011825782,1.008230695,4.50E-06,0.000342618,0.001826554,IFIH1
ENSG00000116793,ENSG00000116793.15,5.452716145,0.007947699,1.005524127,4.71E-06,0.000355933,0.001826554,PHTF1
ENSG00000118515,ENSG00000118515.11,7.004635924,-0.010007059,0.993087636,4.65E-06,0.000352353,0.001826554,SGK1
ENSG00000119537,ENSG00000119537.15,4.335159293,0.006523248,1.004531809,3.90E-06,0.00030471,0.001826554,KDSR
ENSG00000124205,ENSG00000124205.15,-1.279592461,0.016825914,1.011731111,4.70E-06,0.000355051,0.001826554,EDN3
ENSG00000141580,ENSG00000141580.15,5.716318024,-0.004515851,0.996874745,4.44E-06,0.000339333,0.001826554,WDR45B
ENSG00000147408,ENSG00000147408.14,5.621850795,0.010776322,1.007497544,5.51E-06,0.000402967,0.001826554,CSGALNACT1
ENSG00000152778,ENSG00000152778.8,5.903947894,0.015422651,1.010747511,4.25E-06,0.000327243,0.001826554,IFIT5
ENSG00000154589,ENSG00000154589.6,3.745462843,0.014740514,1.010269721,4.64E-06,0.000351533,0.001826554,LY96
ENSG00000157193,ENSG00000157193.15,4.016038765,0.00613449,1.004261158,5.45E-06,0.000399505,0.001826554,LRP8
ENSG00000158481,ENSG00000158481.12,3.063013158,-0.012655502,0.991266237,5.43E-06,0.000398234,0.001826554,CD1C
ENSG00000163737,ENSG00000163737.3,5.932634361,-0.019679811,0.986451611,4.63E-06,0.000350991,0.001826554,PF4
ENSG00000163950,ENSG00000163950.12,5.445486362,-0.005733501,0.996033726,4.05E-06,0.000314493,0.001826554,SLBP
ENSG00000164047,ENSG00000164047.4,3.732426831,0.025017136,1.017491777,3.76E-06,0.000295307,0.001826554,CAMP
ENSG00000166033,ENSG00000166033.11,-0.424063827,0.019083441,1.013315506,5.24E-06,0.00038709,0.001826554,HTRA1
ENSG00000168234,ENSG00000168234.12,6.321715112,0.006853157,1.004761547,4.19E-06,0.000323501,0.001826554,TTC39C
ENSG00000168528,ENSG00000168528.11,-0.062854442,0.020832752,1.014544926,5.37E-06,0.000394963,0.001826554,SERINC2
ENSG00000169567,ENSG00000169567.11,5.292638952,0.01218302,1.008480382,5.13E-06,0.000381049,0.001826554,HINT1
ENSG00000169862,ENSG00000169862.18,-1.830752267,-0.012381069,0.991454817,4.29E-06,0.000329785,0.001826554,CTNND2
ENSG00000184828,ENSG00000184828.9,-1.2835241,-0.015662734,0.98920214,5.39E-06,0.000396222,0.001826554,ZBTB7C
ENSG00000198892,ENSG00000198892.6,2.058110355,-0.027958224,0.980807405,3.86E-06,0.000302177,0.001826554,SHISA4
ENSG00000204936,ENSG00000204936.9,1.285748537,0.038947272,1.02736389,4.86E-06,0.000364759,0.001826554,CD177
ENSG00000218730,ENSG00000218730.1,1.233442456,-0.020057724,0.986193245,4.97E-06,0.000371293,0.001826554,
ENSG00000221866,ENSG00000221866.9,3.112535277,0.016108231,1.01122794,5.10E-06,0.00037908,0.001826554,PLXNA4
ENSG00000253214,ENSG00000253214.1,0.456048568,0.01837671,1.012819236,4.47E-06,0.000340796,0.001826554,
ENSG00000254288,ENSG00000254288.1,0.245697447,0.017925311,1.012502388,4.92E-06,0.000368333,0.001826554,
ENSG00000254802,ENSG00000254802.1,0.407104195,0.015044921,1.01048291,4.09E-06,0.000316742,0.001826554,
ENSG00000255833,ENSG00000255833.1,0.812277096,-0.01575737,0.989137254,4.94E-06,0.00036975,0.001826554,TIFAB
ENSG00000267711,ENSG00000267711.1,-0.594716188,0.016370664,1.011411904,5.43E-06,0.000397967,0.001826554,
ENSG00000272168,ENSG00000272168.6,-0.258030154,-0.015754114,0.989139486,5.04E-06,0.000375434,0.001826554,CASC15
ENSG00000086065,ENSG00000086065.13,4.451210368,0.012795264,1.008908447,6.19E-06,0.000444688,0.00290621,CHMP5
ENSG00000126858,ENSG00000126858.16,6.355765012,0.00726854,1.005050881,5.92E-06,0.000428224,0.00290621,RHOT1
ENSG00000166527,ENSG00000166527.7,4.570587457,0.016592182,1.011567213,6.33E-06,0.000453189,0.00290621,CLEC4D
ENSG00000168079,ENSG00000168079.16,-0.926582303,-0.018219776,0.987450425,5.55E-06,0.000404912,0.00290621,SCARA5
ENSG00000172985,ENSG00000172985.10,2.621015263,-0.016729377,0.988471053,6.26E-06,0.000449211,0.00290621,SH3RF3
ENSG00000174123,ENSG00000174123.10,4.931944606,0.010522485,1.007320294,6.67E-06,0.000473394,0.00290621,TLR10
ENSG00000196126,ENSG00000196126.11,7.474724953,-0.01315452,0.990923425,6.04E-06,0.000435434,0.00290621,HLA-DRB1
ENSG00000197959,ENSG00000197959.13,3.968553224,-0.012270432,0.991530852,6.62E-06,0.000470593,0.00290621,DNM3
ENSG00000198574,ENSG00000198574.5,3.944084174,-0.01642414,0.98868021,6.43E-06,0.00045945,0.00290621,SH2D1B
ENSG00000198873,ENSG00000198873.11,5.261126857,-0.007778043,0.994623178,5.70E-06,0.000414256,0.00290621,GRK5
ENSG00000261253,ENSG00000261253.2,0.859657306,-0.01952148,0.986559877,6.57E-06,0.000467701,0.00290621,
ENSG00000272563,ENSG00000272563.1,-1.330987608,0.014885303,1.010371117,5.92E-06,0.000428273,0.00290621,
ENSG00000277511,ENSG00000277511.1,0.069565574,0.015616548,1.010883364,6.68E-06,0.000473857,0.00290621,
ENSG00000279361,ENSG00000279361.1,2.521124724,-0.009762993,0.993255655,6.63E-06,0.000471467,0.00290621,
ENSG00000057657,ENSG00000057657.15,5.576617002,0.007745187,1.005382991,6.93E-06,0.00048886,0.003093379,PRDM1
ENSG00000112414,ENSG00000112414.14,0.396880862,-0.016810473,0.988415491,7.29E-06,0.000510038,0.003093379,ADGRG6
ENSG00000133048,ENSG00000133048.12,6.256496025,-0.02652256,0.981783918,6.72E-06,0.000476524,0.003093379,CHI3L1
ENSG00000135124,ENSG00000135124.14,4.767253002,0.006329366,1.00439682,7.30E-06,0.000510744,0.003093379,P2RX4
ENSG00000136068,ENSG00000136068.14,5.906533873,-0.010248238,0.992921633,7.07E-06,0.000497398,0.003093379,FLNB
ENSG00000149591,ENSG00000149591.16,4.071442204,-0.018257917,0.987424319,7.05E-06,0.000495994,0.003093379,TAGLN
ENSG00000204252,ENSG00000204252.13,5.341766488,-0.014330007,0.990116363,7.26E-06,0.000508702,0.003093379,HLA-DOA
ENSG00000057019,ENSG00000057019.15,1.286354271,-0.013598644,0.990618422,8.85E-06,0.000600579,0.003475616,DCBLD2
ENSG00000065534,ENSG00000065534.18,4.341421745,-0.017069864,0.988237794,8.89E-06,0.000602638,0.003475616,MYLK
ENSG00000100207,ENSG00000100207.18,7.129773018,-0.006420528,0.995559518,7.34E-06,0.000513455,0.003475616,TCF20
ENSG00000101204,ENSG00000101204.16,-1.952306032,-0.010518722,0.992735493,8.22E-06,0.00056491,0.003475616,CHRNA4
ENSG00000110200,ENSG00000110200.8,2.101079218,0.008574942,1.005961396,8.81E-06,0.000598517,0.003475616,ANAPC15
ENSG00000112299,ENSG00000112299.7,5.186367325,0.017949676,1.012519488,9.34E-06,0.000627982,0.003475616,VNN1
ENSG00000113448,ENSG00000113448.18,5.833286193,0.007135636,1.004958298,7.55E-06,0.000525597,0.003475616,PDE4D
ENSG00000118520,ENSG00000118520.14,3.030129463,0.023167327,1.016187996,7.75E-06,0.000537504,0.003475616,ARG1
ENSG00000118640,ENSG00000118640.10,4.141949963,0.008450459,1.0058746,7.98E-06,0.000550995,0.003475616,VAMP8
ENSG00000121989,ENSG00000121989.14,4.134557559,0.008228233,1.005719672,8.58E-06,0.000585165,0.003475616,ACVR2A
ENSG00000134028,ENSG00000134028.14,-0.681058082,0.016713136,1.011652025,9.15E-06,0.000617167,0.003475616,ADAMDEC1
ENSG00000139514,ENSG00000139514.12,4.386356752,0.009531969,1.006628932,8.31E-06,0.000569637,0.003475616,SLC7A1
ENSG00000145075,ENSG00000145075.11,-0.933541155,-0.012042158,0.991687752,8.09E-06,0.000556983,0.003475616,
ENSG00000145391,ENSG00000145391.13,5.578709443,0.005760046,1.00400054,8.64E-06,0.000588812,0.003475616,SETD7
ENSG00000163412,ENSG00000163412.12,8.022757936,0.008371698,1.005819688,9.18E-06,0.000618795,0.003475616,EIF4E3
ENSG00000168497,ENSG00000168497.4,6.232663079,-0.015609895,0.98923837,8.63E-06,0.000587857,0.003475616,CAVIN2
ENSG00000177324,ENSG00000177324.13,3.524825281,-0.018246046,0.987432444,9.01E-06,0.000609604,0.003475616,BEND2
ENSG00000177694,ENSG00000177694.15,-0.642419746,-0.015753248,0.98914008,7.65E-06,0.00053127,0.003475616,NAALADL2
ENSG00000179348,ENSG00000179348.11,2.356754981,-0.03163054,0.978313978,9.04E-06,0.000611299,0.003475616,GATA2
ENSG00000197208,ENSG00000197208.5,5.669164633,0.013533262,1.009424678,7.49E-06,0.00052208,0.003475616,SLC22A4
ENSG00000100902,ENSG00000100902.10,3.344050863,0.005956574,1.004137317,1.04E-05,0.000683974,0.003847017,PSMA6
ENSG00000107201,ENSG00000107201.9,7.481362757,0.011598022,1.008071537,1.04E-05,0.000683741,0.003847017,RIGI
ENSG00000148459,ENSG00000148459.15,2.522595585,0.008000685,1.005561058,9.35E-06,0.000628268,0.003847017,PDSS1
ENSG00000164935,ENSG00000164935.6,-1.435164203,-0.014730948,0.989841238,9.76E-06,0.00065098,0.003847017,DCSTAMP
ENSG00000165309,ENSG00000165309.13,0.494861781,-0.01836203,0.987353064,1.02E-05,0.000674003,0.003847017,ARMC3
ENSG00000184979,ENSG00000184979.9,1.365652219,0.02080282,1.014523877,9.92E-06,0.000660098,0.003847017,USP18
ENSG00000198270,ENSG00000198270.12,4.87186623,0.006714538,1.004665011,9.46E-06,0.000634633,0.003847017,TMEM116
ENSG00000198695,ENSG00000198695.2,0.2217003,-0.021256119,0.985374389,1.00E-05,0.000664305,0.003847017,MT-ND6
ENSG00000278869,ENSG00000278869.1,2.714241723,0.016955998,1.01182234,9.83E-06,0.000655128,0.003847017,
ENSG00000279095,ENSG00000279095.1,1.401141692,-0.013522964,0.990670389,1.03E-05,0.000679951,0.003847017,
ENSG00000005108,ENSG00000005108.15,-0.056417732,-0.027216796,0.98131159,1.38E-05,0.000862184,0.00386128,THSD7A
ENSG00000018625,ENSG00000018625.14,-1.714591189,-0.010948938,0.9924395,1.44E-05,0.000888906,0.00386128,ATP1A2
ENSG00000077616,ENSG00000077616.10,-1.172956825,-0.017915982,0.987658378,1.27E-05,0.000806717,0.00386128,NAALAD2
ENSG00000078804,ENSG00000078804.12,2.411015514,-0.016176122,0.988850191,1.58E-05,0.00095369,0.00386128,TP53INP2
ENSG00000099250,ENSG00000099250.17,1.579354729,0.017239686,1.012021322,1.27E-05,0.000806231,0.00386128,NRP1
ENSG00000100473,ENSG00000100473.15,1.230417918,0.020358509,1.01421148,1.23E-05,0.000786554,0.00386128,COCH
ENSG00000108239,ENSG00000108239.8,3.640988412,0.009745171,1.006777704,1.52E-05,0.000927804,0.00386128,TBC1D12
ENSG00000108861,ENSG00000108861.8,5.782163438,0.007905671,1.005494835,1.64E-05,0.000983463,0.00386128,DUSP3
ENSG00000115425,ENSG00000115425.13,4.055808861,0.004902043,1.003403616,1.66E-05,0.000990267,0.00386128,PECR
ENSG00000117791,ENSG00000117791.15,-0.615087721,0.016159078,1.011263581,1.31E-05,0.000826962,0.00386128,MTARC2
ENSG00000119013,ENSG00000119013.8,2.926199326,0.014219398,1.009904868,1.49E-05,0.000913903,0.00386128,NDUFB3
ENSG00000119711,ENSG00000119711.12,4.070065497,-0.00708546,0.995100774,1.24E-05,0.000789174,0.00386128,ALDH6A1
ENSG00000119771,ENSG00000119771.14,0.340836211,-0.017052241,0.988249866,1.08E-05,0.000707353,0.00386128,KLHL29
ENSG00000120949,ENSG00000120949.14,3.844832029,-0.012455993,0.991403328,1.65E-05,0.000984001,0.00386128,TNFRSF8
ENSG00000121060,ENSG00000121060.16,8.340620158,0.011747346,1.008175881,1.29E-05,0.000816569,0.00386128,TRIM25
ENSG00000123080,ENSG00000123080.10,2.049403559,0.011061971,1.007697045,1.18E-05,0.000760958,0.00386128,CDKN2C
ENSG00000123610,ENSG00000123610.4,4.326440802,0.020202907,1.014102097,1.32E-05,0.000833666,0.00386128,TNFAIP6
ENSG00000126733,ENSG00000126733.20,-1.905545436,-0.008527973,0.994106296,1.35E-05,0.000846827,0.00386128,DACH2
ENSG00000130147,ENSG00000130147.15,1.18245319,-0.013177865,0.99090739,1.36E-05,0.000850556,0.00386128,SH3BP4
ENSG00000130340,ENSG00000130340.15,4.75560639,-0.007436713,0.994858526,1.19E-05,0.000766798,0.00386128,SNX9
ENSG00000132906,ENSG00000132906.17,4.209397383,-0.008276443,0.994279631,1.61E-05,0.000969021,0.00386128,CASP9
ENSG00000133657,ENSG00000133657.14,6.836421972,0.004720631,1.003277451,1.05E-05,0.000689461,0.00386128,ATP13A3
ENSG00000138439,ENSG00000138439.11,5.48987804,-0.007387517,0.994892452,1.12E-05,0.000731263,0.00386128,FAM117B
ENSG00000138639,ENSG00000138639.17,5.25700091,0.010049451,1.006990066,1.52E-05,0.00092796,0.00386128,ARHGAP24
ENSG00000138735,ENSG00000138735.15,5.147709067,-0.014556395,0.989961006,1.27E-05,0.000805169,0.00386128,PDE5A
ENSG00000143149,ENSG00000143149.12,5.817939624,-0.005950875,0.995883664,1.32E-05,0.000830516,0.00386128,ALDH9A1
ENSG00000143198,ENSG00000143198.12,5.071402764,0.005931638,1.004119962,1.39E-05,0.000865667,0.00386128,MGST3
ENSG00000143786,ENSG00000143786.7,2.346561065,-0.012282263,0.99152272,1.58E-05,0.000955897,0.00386128,CNIH3
ENSG00000146122,ENSG00000146122.16,1.945907347,-0.032417457,0.977780503,1.35E-05,0.000844533,0.00386128,DAAM2
ENSG00000147041,ENSG00000147041.11,-1.324773812,-0.017464907,0.987967229,1.33E-05,0.000838172,0.00386128,SYTL5
ENSG00000151715,ENSG00000151715.7,3.204566622,0.015042633,1.010481307,1.57E-05,0.00094955,0.00386128,TMEM45B
ENSG00000152558,ENSG00000152558.14,8.059775463,0.009729469,1.006766746,1.23E-05,0.000787796,0.00386128,TMEM123
ENSG00000154027,ENSG00000154027.18,3.584151774,-0.017802221,0.987736261,1.34E-05,0.000839613,0.00386128,AK5
ENSG00000157542,ENSG00000157542.9,-1.72545255,-0.011327972,0.992178794,1.36E-05,0.000849743,0.00386128,KCNJ6
ENSG00000159915,ENSG00000159915.12,-0.5654787,0.016307631,1.011367716,1.65E-05,0.00098448,0.00386128,ZNF233
ENSG00000161647,ENSG00000161647.18,-0.360392581,0.01532992,1.010682546,1.14E-05,0.000738218,0.00386128,MPP3
ENSG00000162433,ENSG00000162433.14,0.225883493,0.015040162,1.010479576,1.50E-05,0.000917376,0.00386128,AK4
ENSG00000162496,ENSG00000162496.8,3.868844869,-0.010079039,0.99303809,1.12E-05,0.000728189,0.00386128,DHRS3
ENSG00000163328,ENSG00000163328.13,6.891210527,0.007082852,1.00492153,1.46E-05,0.000899095,0.00386128,GPR155
ENSG00000164402,ENSG00000164402.13,2.675605237,0.009580727,1.006662953,1.58E-05,0.000956724,0.00386128,SEPTIN8
ENSG00000165704,ENSG00000165704.14,1.911001157,0.009816288,1.006827333,1.50E-05,0.000918775,0.00386128,HPRT1
ENSG00000171840,ENSG00000171840.11,4.625370745,-0.016927706,0.988335176,1.50E-05,0.000918203,0.00386128,NINJ2
ENSG00000177294,ENSG00000177294.6,-0.134402717,0.019269279,1.013446042,1.63E-05,0.000977474,0.00386128,FBXO39
ENSG00000178075,ENSG00000178075.19,4.193652101,-0.014690419,0.989869045,1.34E-05,0.000839301,0.00386128,GRAMD1C
ENSG00000179023,ENSG00000179023.8,-1.347626262,-0.01850343,0.987256297,1.65E-05,0.00098452,0.00386128,KLHDC7A
ENSG00000196639,ENSG00000196639.6,-1.120834618,0.016145936,1.011254369,1.37E-05,0.000853779,0.00386128,HRH1
ENSG00000197595,ENSG00000197595.4,-1.893020011,-0.006450157,0.995539071,1.44E-05,0.000887297,0.00386128,ATP11AUN
ENSG00000223855,ENSG00000223855.1,1.017239348,-0.017708397,0.987800499,1.52E-05,0.000926082,0.00386128,PDGFA-DT
ENSG00000223960,ENSG00000223960.6,2.906181192,0.007356039,1.005111839,1.38E-05,0.000860608,0.00386128,CHROMR
ENSG00000227497,ENSG00000227497.1,-2.063427755,-0.003645631,0.997476231,1.50E-05,0.000915708,0.00386128,PABPC1P6
ENSG00000241468,ENSG00000241468.7,2.8084218,0.007102075,1.00493492,1.21E-05,0.000776089,0.00386128,ATP5MF
ENSG00000249859,ENSG00000249859.9,4.247905603,0.009449987,1.006571731,1.55E-05,0.00094037,0.00386128,PVT1
ENSG00000250138,ENSG00000250138.4,1.011216977,0.026360131,1.018439394,1.67E-05,0.000992998,0.00386128,
ENSG00000260228,ENSG00000260228.5,1.203213809,-0.011869329,0.991806559,1.49E-05,0.000910922,0.00386128,CDH13-AS2
ENSG00000272914,ENSG00000272914.1,1.036342206,0.014259287,1.00993279,1.29E-05,0.000817795,0.00386128,
ENSG00000280017,ENSG00000280017.1,-1.080960872,0.01630375,1.011364995,1.52E-05,0.000927864,0.00386128,
ENSG00000087589,ENSG00000087589.16,6.059076441,-0.010298095,0.99288732,1.87E-05,0.001087576,0.00473365,CASS4
ENSG00000090402,ENSG00000090402.7,-2.008034231,-0.005243046,0.996372393,1.99E-05,0.001139948,0.00473365,SI
ENSG00000094963,ENSG00000094963.13,-1.877724624,-0.008469523,0.994146573,1.95E-05,0.001121061,0.00473365,FMO2
ENSG00000102900,ENSG00000102900.12,5.423137879,-0.005515707,0.996184102,2.08E-05,0.001176926,0.00473365,NUP93
ENSG00000104611,ENSG00000104611.11,-1.186301868,0.014878823,1.010366578,2.08E-05,0.001177408,0.00473365,SH2D4A
ENSG00000107290,ENSG00000107290.13,9.645405988,-0.004934717,0.996585358,2.07E-05,0.001175729,0.00473365,SETX
ENSG00000108001,ENSG00000108001.13,-1.918530698,-0.008259039,0.994291626,2.05E-05,0.001164205,0.00473365,EBF3
ENSG00000111335,ENSG00000111335.12,6.783692877,0.013955446,1.009720114,1.90E-05,0.001099252,0.00473365,OAS2
ENSG00000111490,ENSG00000111490.12,2.837815142,-0.01140682,0.99212457,1.95E-05,0.001122173,0.00473365,TBC1D30
ENSG00000113520,ENSG00000113520.10,-1.164541412,-0.018442642,0.987297896,2.05E-05,0.001164861,0.00473365,IL4
ENSG00000113712,ENSG00000113712.17,6.696371758,0.003527827,1.002448295,1.77E-05,0.001041807,0.00473365,CSNK1A1
ENSG00000113924,ENSG00000113924.11,2.15467219,-0.011468254,0.992082324,1.81E-05,0.001059141,0.00473365,HGD
ENSG00000121417,ENSG00000121417.13,5.258545236,-0.004512245,0.996877236,1.77E-05,0.001041948,0.00473365,ZNF211
ENSG00000121594,ENSG00000121594.11,1.328856579,0.014959139,1.010422828,1.67E-05,0.000994653,0.00473365,CD80
ENSG00000121807,ENSG00000121807.5,7.343483569,0.009312151,1.006475568,1.76E-05,0.001035515,0.00473365,CCR2
ENSG00000127955,ENSG00000127955.15,0.213295367,-0.014443344,0.990038584,1.73E-05,0.001022694,0.00473365,GNAI1
ENSG00000135919,ENSG00000135919.12,0.568049339,-0.016957772,0.98831458,2.08E-05,0.001176354,0.00473365,SERPINE2
ENSG00000136689,ENSG00000136689.18,4.921170271,0.012757455,1.008882007,1.94E-05,0.001116384,0.00473365,IL1RN
ENSG00000136854,ENSG00000136854.19,1.450043327,0.013356983,1.009301346,1.73E-05,0.001020667,0.00473365,STXBP1
ENSG00000141664,ENSG00000141664.9,6.611959497,0.011121523,1.007738642,1.90E-05,0.001098779,0.00473365,ZCCHC2
ENSG00000143452,ENSG00000143452.15,2.461372015,0.014783846,1.010300066,1.79E-05,0.001048307,0.00473365,HORMAD1
ENSG00000168297,ENSG00000168297.15,5.744480963,0.006761774,1.004697905,2.08E-05,0.001176563,0.00473365,PXK
ENSG00000180155,ENSG00000180155.19,1.268711454,-0.017723984,0.987789827,2.00E-05,0.001143943,0.00473365,LYNX1
ENSG00000198894,ENSG00000198894.7,4.292044419,-0.004962974,0.996565839,2.01E-05,0.001150378,0.00473365,CIPC
ENSG00000228495,ENSG00000228495.1,0.365070347,-0.024906118,0.982884557,2.07E-05,0.001174432,0.00473365,LINC01013
